タイトル,あらすじ,ジャンル
超高速! 参勤交代,江戸時代、藩の金山を狙う幕府の陰謀により、僅か5日以内に参勤交代せよとの無理難題を押し付けられた貧乏小藩。意地と知恵を振り絞ってこの危機を乗り越えろ!,歴史・時代劇
花と蛇 ZERO,"女性を監禁し調教する様子をライブ配信する違法サイト、""バビロン""。捜査する警部・雨宮美咲、そして主婦の瑠璃と静子は、囚われの身となり痴態を晒すのだが…。",ヒューマンドラマ
ちょっとかわいいアイアンメイデン,憧れの名門女学園に入学した結月。ところが入部を迫られたのは学園公認の拷問部だった! 部員の先輩に恋心を抱くも、そこには恋愛厳禁の掟があり...。,LGBTQを描いたヒューマンドラマ
LUPIN THE IIIRD 次元大介の墓標,お宝を盗み出したルパンと次元を襲う銃弾。なんと、次元は殺し屋・ヤエル奥崎の標的になっていた。対決する2人のガンマン。撃たれたのは...?,国内アクション・アドベンチャー
MONSTERZ モンスターズ,視界に入るすべての人間を意のままに操ることができる男が、対立する能力を持つ宿命の相手に遭遇。繰り広げられる死闘の果てに生き残るのはどちらの男か?,国内SF・ファンタジー
黒執事,高貴な一家の子孫として男装している美しい令嬢。一家を切り盛りするため、あくまで執事の男を雇い、更に殺害された自分の両親のかたきを取ろうとしていた。,国内アクション・アドベンチャー
百円の恋,実家に引きこもり、自堕落な生活を送る32歳の女。だが、中年ボクサーと出会い、ボクシングを始めて、何かが変わり始める。負けっぱなしの人生から這い上がれ!,日本アカデミー賞受賞映画
ノ・ゾ・キ・ア・ナ,一人暮らしを始めた龍彦は、自室の壁に穴を発見。思わず覗いてみると、そこには隣に住む美少女・えみるの姿が。2人は、互いを覗き合う奇妙な日々を送り始める。,官能的なラブロマンス
ホットロード,14才の少女・和希は、ある日出会った不良少年の春山に次第にひかれていく。春山も和希を大切に想うが、暴走族のリーダーとしての責任との狭間で悩み苦しむ。,ティーン向け恋愛・ラブストーリー
白ゆき姫殺人事件,美人OLが惨殺された不可解な殺人事件を巡り、1人の女に疑惑の目が集まる。テレビ報道は過熱し、ネットは炎上。噂が噂を呼び、口コミの恐怖は広がっていく。,ヒューマンドラマ
映画 妖怪ウォッチ　誕生の秘密だニャン!,ある夜、寝ていたケータの腕から光を放ち突然消えた妖怪ウォッチ。その行方を追って、向かった先は...!? 爆発的な人気を誇るゲームソフトの劇場版アニメ。,ビデオゲームが原作のアニメ
紙の月,バブル崩壊直後、満たされない思いの主婦が銀行に再就職し、小さな横領に手を出してしまう。堰を切ったように彼女は不倫に溺れ、金銭感覚も失っていく。,日本アカデミー賞受賞映画
ぶどうのなみだ,理想のワインを作るためピノ・ノワールを育てる兄、小麦を作りパンを焼く弟。北海道の農場で暮らす兄弟のもとに、ちょっと変わった女性がふらりとやって来て…。,ロマンチックなヒューマンドラマ
GTO TAIWAN,大ヒット漫画原作ドラマシリーズ台湾編。台湾の高校で一週間教えることになった鬼塚は、龍二を連れていざ台湾へ。「GTO」史上最も場違いな鬼塚授業が始まる!,ヒューマンドラマ
野火,フィリピン、レイテ島。結核を患った日本兵は野戦病院にも部隊にも見捨てられ、ひとりジャングルをさ迷う。極限状態の中で兵士が見た、戦場の恐怖と狂気とは。,ヒューマンドラマ
トリハダ －劇場版2－,マンションに届き続けるラブレターを、好奇心からつい開けてしまったOLのしおり。宛先の女性は、1年半前に起きた未解決ストーカー殺人事件の被害者だった。,ホラー
陸上自衛隊装備集,国土と国民を守るために活動し、国防の最前線に立つ陸上自衛隊。その全面協力のもと、27種の主要装備をハイビジョンで撮影し、性能や運用方法を徹底解説する。,ドキュメンタリー
しまじろうとくじらのうた,怪我をした赤ちゃんクジラを助けたしまじろう。遠く離れたお母さんのところに送り届けるため、海の世界で大冒険を繰り広げる。,キッズ音楽
サンブンノイチ,キャバクラの店長、そこで働くボーイ、そして常連客。3人の男たちがまさかの銀行強盗を成功させるが、それぞれの金の配分をめぐり、仲間割れが勃発し...。,ヒューマンドラマ
好きっていいなよ。,人付き合いが苦手で友達も彼氏もいない女子高生、めい。そんな彼女が、些細な事件をきっかけに超イケメン同級生の大和と急接近。めいのほろ苦い初恋が始まる。,ティーン向け恋愛・ラブストーリー
花宵道中,江戸の新吉原。遊郭「山田屋」で一番人気の女郎・朝霧は、年季明けまであと一年。そんなある日、染物職人の半次郎と出会い、生まれて初めての恋に落ちる。,歴史・時代劇
女の穴,自分は地球人と子供を作るよう命じられた宇宙人だと主張する女子高生。そして、教師の弱みに付け込んで、調教する少女。暴走する2人の愛欲が行き着く先とは?,ヒューマンドラマ
Tokyo Tribe トーキョー・トライブ,近未来のトーキョーでは、様々なトライブ (族) が自分達の縄張りを守っていた。ある事件をきっかけにトライブ間の争いは激化し、ついに壮絶バトル勃発! ,国内アクション・アドベンチャー
リトル・フォレスト,都会になじめず田舎に戻ってきたいち子は、自給自足に近い生活を始める。畑仕事をしたり、野や山で採れた季節のものを材料にして食事を作り、人生を見つめ直す。,ヒューマンドラマ
さよなら歌舞伎町,新宿・歌舞伎町のラブホテル。店長の徹と恋人の沙耶を軸に、掃除人、デリヘル嬢、AV女優、刑事、家出少女、風俗スカウトマンなど訳アリ男女が交錯する群像劇。,ヒューマンドラマ
ゲノムハザード　ある天才科学者の5日間,妻が何者かに殺され、自分も誘拐されかけた男。その脳裏に蘇ってきたのは、韓国人として生きていた自分の記憶だった…。,国内SF・ファンタジー
アオハライド,初恋の人を忘れられない女子高生・吉岡双葉。その彼が転校生として再び現れた時、恋は成就のチャンスを迎える。だが時の流れは彼を、そして彼女をも変えていた。,ティーン向け恋愛・ラブストーリー
海月姫,倉下月海が暮らす古びたアパートはオタク女子たちの聖地。だが女装美男子と童貞エリートが現れ、さらに再開発話まで持ち上がり、聖地に危機が訪れる。,ヒューマンドラマ
うわこい,ユキテルとユノは皆も認める完璧カップル。そこへ転校してきた不思議な魅力の女の子、レナ。大胆にもユキテルを奪おうとする。男の欲望もからんで恋は複雑に…。,官能的なラブロマンス
